GeneID	C-1	C-2	C-3	H-1	H-2	H-3	L-1	L-2	L-3
cops6	23.870	23.782	23.573	17.692	15.295	13.973	20.484	19.514	22.024
LOC128027437	0.000	0.000	0.000	0.298	0.113	0.198	0.000	0.000	0.000
LOC128027425	0.039	0.040	0.040	0.134	0.411	0.427	0.016	0.033	0.000
mcm7	14.177	13.975	13.492	6.426	6.105	5.081	10.422	10.425	7.890
gpc2	0.874	0.885	0.827	0.731	0.999	0.812	0.500	0.454	0.325
LOC128027433	0.014	0.042	0.014	0.051	0.098	0.109	0.022	0.000	0.000
LOC128027449	1.521	1.469	1.515	0.832	0.714	0.850	2.426	2.332	1.289
LOC128027145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
rnasel3	105.415	102.973	102.718	65.686	57.960	58.042	314.755	306.429	174.731
LOC128027453	3.278	3.198	3.208	3.396	3.190	3.037	3.045	3.273	3.586
LOC128027456	16.311	16.105	15.977	11.093	11.403	9.817	15.265	15.466	14.804
LOC128027457	4.787	4.780	4.601	5.884	4.339	6.518	10.379	9.948	47.991
LOC128027455	1.389	1.492	1.366	1.384	2.307	2.158	3.675	4.588	4.988
LOC128027463	17.077	17.157	16.939	8.507	7.552	8.448	40.572	41.741	22.288
LOC128027464	21.520	21.346	21.529	42.438	43.183	44.333	22.942	22.481	19.800
LOC128027461	2.429	2.510	2.526	1.990	2.350	2.302	1.912	2.571	2.474
LOC128027466	31.822	31.465	31.069	27.500	33.046	33.867	87.883	88.430	142.912
LOC128027465	3.644	3.921	4.000	5.157	6.363	5.887	3.527	4.276	10.942
LOC128027462	6.183	5.776	6.032	4.708	3.710	4.138	3.121	3.483	3.033
LOC128027459	6.279	6.133	6.111	3.881	3.940	5.392	1.205	0.970	0.573
LOC128027729	3.231	2.905	3.124	2.476	2.033	2.911	4.808	4.780	2.795
LOC128027045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027467	2.393	2.373	2.384	1.553	1.261	1.069	1.694	1.764	1.383
LOC128027081	0.307	0.315	0.321	0.175	0.074	0.112	0.303	0.081	0.088
LOC128027468	0.091	0.093	0.095	0.036	0.061	0.071	0.021	0.011	0.000
LOC128027473	0.081	0.207	0.085	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027471	5.710	5.515	5.432	3.155	3.517	3.859	2.622	2.725	1.781
LOC128027472	16.436	15.992	15.767	11.915	13.161	11.966	10.731	11.533	11.074
LOC128027469	0.000	0.000	0.000	0.055	0.107	0.154	0.000	0.000	0.111
LOC128027470	0.027	0.027	0.028	0.369	0.524	0.577	0.000	0.000	0.125
LOC128027026	0.000	0.020	0.000	0.319	0.680	0.741	0.031	0.000	0.000
LOC128027477	0.143	0.122	0.125	0.220	0.572	0.554	0.010	0.010	0.022
LOC128027478	1.874	1.965	1.794	0.681	0.611	0.792	1.140	0.542	0.903
LOC128027479	2.339	2.023	2.064	0.852	0.972	1.622	0.239	0.232	0.173
LOC128027480	4.003	3.800	3.707	3.460	4.183	4.173	2.327	2.063	1.602
LOC128027481	0.196	0.201	0.184	0.214	0.170	0.186	0.044	0.138	0.047
LOC128027485	6.606	7.542	6.561	10.851	18.886	23.428	0.984	0.908	1.788
LOC128027484	22.698	22.299	22.450	10.646	10.239	9.035	29.148	28.285	14.439
LOC128027482	1.733	1.509	1.562	0.741	0.907	0.536	1.066	0.662	0.750
LOC128027489	1.587	1.346	1.337	0.207	0.706	0.612	0.319	0.268	0.048
itga6l	3.176	3.061	3.060	0.776	1.351	1.542	0.156	0.174	0.154
nitr13	0.136	0.139	0.142	0.000	0.000	0.000	0.109	0.000	0.000
nitr14b	0.000	0.000	0.000	0.121	0.186	0.124	0.000	0.045	0.000
LOC128026996	0.276	0.283	0.289	0.215	0.126	0.183	0.070	0.075	0.000
LOC128027112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027685	0.670	0.542	0.553	0.085	0.059	0.106	0.000	0.000	0.016
LOC128027492	0.139	0.127	0.129	0.086	0.049	0.000	0.000	0.000	0.007
LOC128027494	0.138	0.141	0.144	0.000	0.093	0.078	0.363	0.407	0.018
LOC128027497	1.466	1.456	1.585	1.867	1.514	1.365	4.344	3.728	4.075
LOC128027495	39.268	38.313	37.948	16.501	14.594	11.575	26.589	25.865	32.297
LOC128027082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027496	0.033	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000
LOC128027493	0.000	0.000	0.000	0.036	0.124	0.109	0.000	0.000	0.000
LOC128027505	17.971	19.320	18.268	22.587	27.564	29.021	32.275	36.267	56.068
LOC128027504	11.769	11.530	11.677	7.224	8.083	9.539	16.748	16.227	30.006
LOC128027503	0.722	0.688	0.641	0.411	0.457	0.346	0.938	1.223	0.556
LOC128027083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027507	0.395	0.345	0.352	0.087	0.112	0.093	0.156	0.132	0.094
LOC128027510	1.836	1.649	1.682	0.053	0.169	0.204	0.104	0.111	0.027
LOC128027509	0.188	0.182	0.185	0.000	0.000	0.000	0.000	0.018	0.176
LOC128027506	0.245	0.251	0.256	0.127	0.197	0.198	0.019	0.082	0.000
LOC128027512	0.863	0.840	0.857	0.358	0.445	0.282	0.167	0.051	0.335
LOC128027513	1.408	1.273	1.259	0.730	0.947	0.918	1.116	0.745	0.528
LOC128027514	3.491	3.381	3.389	2.967	2.348	3.538	2.623	2.692	2.979
LOC128027511	0.000	0.000	0.000	0.316	0.396	0.556	0.016	0.035	0.000
LOC128027517	0.000	0.000	0.000	0.031	0.132	0.119	0.000	0.000	0.000
LOC128027515	4.033	3.974	3.981	2.591	3.067	3.374	6.257	6.412	6.688
LOC128027516	0.687	0.697	0.694	0.190	0.075	0.143	0.342	0.211	0.740
LOC128027518	3.377	3.174	3.189	2.108	2.290	2.693	6.242	6.625	5.343
LOC128027025	0.649	0.666	0.637	0.056	0.032	0.048	0.489	0.455	0.570
LOC128027519	0.328	0.326	0.310	0.264	0.400	0.392	0.272	0.255	0.397
LOC128027520	0.058	0.060	0.061	0.000	0.091	0.000	0.140	0.225	0.217
LOC128027523	0.021	0.022	0.022	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027527	0.000	0.000	0.000	0.062	0.071	0.000	0.000	0.000	0.000
LOC128027524	0.494	0.479	0.489	0.200	0.137	0.132	0.274	0.282	0.235
LOC128027525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021
LOC128027526	0.608	0.624	0.583	0.375	0.332	0.293	0.407	0.597	0.063
LOC128027529	6.649	6.603	6.331	6.740	6.746	6.663	6.759	6.426	4.988
LOC128027530	0.516	0.513	0.507	0.000	0.049	0.025	0.540	0.485	0.000
LOC128027532	26.056	27.633	26.267	17.053	11.687	9.461	72.642	74.688	27.253
elf2a	4.439	4.215	4.309	3.173	2.790	2.456	3.477	3.008	3.831
LOC128027537	15.998	15.374	15.594	14.371	14.161	13.401	32.763	32.858	29.742
ndufc1	2.482	2.002	1.857	4.182	3.282	5.594	5.484	6.342	15.949
LOC128027534	3.461	3.386	3.394	2.944	2.962	3.482	3.855	3.564	3.451
ugl	141.739	137.805	142.024	90.740	70.544	61.177	57.314	58.362	83.868
rab33ba	0.640	0.767	0.606	1.875	1.957	2.080	2.412	2.023	4.555
LOC128027539	0.268	0.275	0.280	1.146	2.400	2.773	0.941	0.923	1.161
LOC128027536	6.450	6.385	6.341	5.310	3.860	3.436	2.982	3.242	5.240
mgst2	32.147	31.815	32.198	27.956	21.212	19.315	77.829	80.422	45.773
cabp2b	0.063	0.065	0.066	0.058	0.050	0.000	0.203	0.054	0.414
crybb1l1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
cryba1l1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027546	0.000	0.000	0.000	0.182	0.372	0.419	0.000	0.000	0.000
tmem33	3.443	3.571	3.734	2.748	2.877	2.964	5.954	5.619	3.112
ccna2	0.152	0.137	0.139	8.687	11.487	13.528	0.000	0.033	0.071
LOC128027551	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
fgfbp1a	0.000	0.000	0.000	0.032	0.000	0.081	0.000	0.000	0.000
LOC128027553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027554	0.116	0.120	0.122	0.015	0.004	0.013	0.058	0.172	0.062
LOC128027557	1.587	1.521	1.504	1.957	1.619	1.264	3.692	4.404	2.592
LOC128027558	2.667	2.618	2.549	1.497	1.662	1.399	0.842	0.926	1.225
LOC128027560	20.020	19.978	18.707	7.768	8.340	7.489	28.488	27.964	22.612
LOC128027556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027564	1.485	1.396	1.463	1.112	1.005	0.879	1.507	1.276	0.779
LOC128027060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027141	0.065	0.067	0.068	0.272	0.386	0.515	0.105	0.113	0.000
LOC128027567	12.656	12.270	12.323	9.167	9.136	6.100	15.765	15.207	9.172
LOC128027126	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027568	1.545	1.552	1.500	0.973	0.913	1.014	1.621	1.625	1.242
simc1	11.563	11.068	11.105	4.302	3.554	3.270	4.132	3.519	5.518
LOC128027570	1.980	1.916	1.942	0.817	0.934	0.537	4.377	4.533	2.245
LOC128027572	183.987	182.436	180.001	150.833	114.670	88.240	366.931	373.110	262.308
LOC128027571	1.691	1.774	1.693	0.533	0.746	0.704	1.299	1.105	1.306
LOC128027573	3.530	3.480	3.624	1.763	1.391	1.782	4.198	3.956	5.591
LOC128026853	1.333	1.310	1.261	0.278	0.226	0.260	0.472	0.519	0.833
mif	7.091	7.171	6.701	7.249	9.534	10.347	16.321	15.626	20.784
clp1	2.123	2.336	2.019	3.467	2.953	3.572	4.195	3.997	3.492
LOC128027575	4.198	4.027	3.946	2.473	2.148	2.119	3.081	3.520	2.083
LOC128027003	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.100	0.000
sfxn1	14.243	13.999	14.228	8.048	7.749	6.400	34.049	33.360	19.090
ppp2caa	8.899	8.686	8.726	4.184	3.621	4.825	8.224	8.050	7.327
LOC128026977	3.151	2.843	2.950	1.413	1.768	2.090	5.083	4.898	3.803
LOC128027578	2.775	2.717	2.704	1.895	1.901	1.563	1.379	1.303	2.036
LOC128027580	5.589	5.549	5.323	4.904	5.535	5.343	4.721	4.362	5.560
LOC128026911	2.843	2.878	2.935	2.266	2.359	3.086	1.555	1.651	2.050
LOC128027131	0.000	0.000	0.000	0.043	0.036	0.012	0.000	0.000	0.000
LOC128027113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027584	1168.862	1154.308	1148.174	330.746	242.020	171.932	411.814	410.404	384.121
LOC128027585	10.218	10.044	10.205	7.652	7.699	7.206	6.281	6.397	5.903
LOC128027586	6.356	6.705	6.421	3.274	4.241	3.087	6.288	5.586	8.922
LOC128027588	7.049	6.827	6.629	1.671	2.020	1.694	8.024	7.480	5.435
LOC128027589	14.399	14.134	14.181	6.694	5.517	4.224	17.141	17.676	15.786
LOC128027288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027590	6.083	5.992	6.048	3.637	3.519	4.076	5.921	5.359	4.070
LOC128027591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027598	2.602	2.559	2.496	2.154	1.532	1.189	7.417	7.532	3.337
LOC128027593	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.050	0.000
LOC128027601	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027595	4.796	4.628	4.648	3.286	3.530	3.375	2.576	2.833	3.434
LOC128027594	4.793	4.687	4.781	3.994	4.450	4.472	7.336	6.313	5.918
LOC128027599	1.855	1.748	1.911	2.475	2.898	2.854	2.394	1.939	2.991
LOC128027597	6.469	6.709	6.568	5.572	5.070	4.882	11.862	12.443	14.329
LOC128027596	2.299	2.077	2.174	0.509	0.701	0.618	0.349	0.347	0.278
LOC128027600	0.274	0.281	0.287	0.000	0.000	0.000	0.000	0.000	0.285
LOC128027592	0.050	0.034	0.035	0.015	0.092	0.079	0.013	0.000	0.000
LOC128027085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
atoh1b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027605	0.532	0.493	0.503	0.167	0.074	0.203	0.041	0.015	0.000
LOC128027604	3.830	3.808	3.536	3.151	3.804	3.655	2.944	2.453	2.539
LOC128027603	2.532	2.512	2.423	1.561	1.203	1.279	1.790	1.487	2.781
LOC128027610	7.306	6.915	7.164	5.006	4.086	3.048	20.389	22.367	14.412
LOC128027607	9.728	9.367	9.682	11.124	8.889	4.239	7.650	7.313	3.886
LOC128027606	1.479	1.423	1.415	0.955	0.617	0.814	0.382	0.320	0.147
LOC128027608	2.736	2.641	2.670	3.791	4.053	3.671	5.460	5.526	2.538
LOC128026968	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026990	1.502	1.477	1.573	0.039	0.016	0.033	0.067	0.162	0.137
LOC128027614	26.552	27.000	26.341	14.901	12.377	10.172	15.194	16.617	14.454
LOC128027616	0.798	0.820	1.045	1.002	1.123	1.192	1.764	1.672	2.298
LOC128027617	0.038	0.039	0.040	0.053	0.000	0.045	0.185	0.083	0.251
LOC128027615	5.194	4.941	5.030	2.261	2.219	1.966	3.314	2.782	3.051
LOC128027618	1.272	1.251	1.284	1.077	1.039	1.387	1.258	1.456	1.004
LOC128027620	3.399	3.310	3.537	2.386	2.152	2.190	5.778	5.605	4.957
LOC128027621	2.251	2.283	2.299	2.074	2.153	2.353	2.412	2.555	2.613
LOC128027087	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000
LOC128027623	0.976	1.013	0.904	0.494	0.583	0.567	0.751	0.549	0.896
LOC128027356	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027624	264.567	269.887	266.929	279.940	305.725	324.055	347.790	346.084	602.556
LOC128027626	2.512	2.364	2.411	1.065	1.484	1.693	6.054	4.872	5.443
LOC128027625	0.803	0.837	0.828	1.103	1.936	2.255	1.144	1.017	1.140
LOC128027630	0.819	0.858	0.795	0.534	0.468	0.547	0.230	0.336	0.531
LOC128027774	0.000	0.009	0.000	0.067	0.086	0.100	0.000	0.000	0.000
LOC128027635	2.494	2.307	2.513	2.836	3.225	3.154	2.050	2.446	2.837
LOC128027631	2.326	2.358	2.390	1.398	1.330	1.181	3.202	3.429	3.356
LOC128027632	1.180	1.135	1.056	0.456	0.118	0.355	0.759	0.444	0.653
LOC128027634	0.711	0.721	0.672	0.488	0.402	0.417	0.266	0.305	0.711
LOC128027637	0.934	0.831	0.857	0.976	0.963	0.798	0.533	0.542	0.416
LOC128027639	28.349	28.328	28.309	23.112	21.813	19.087	49.368	47.680	72.065
LOC128027611	0.392	0.322	0.329	0.109	0.062	0.000	0.063	0.237	1.066
LOC128027027	1.790	2.046	1.875	2.804	2.730	2.574	7.215	8.538	11.067
LOC128027641	0.964	0.963	0.883	0.350	0.271	0.312	0.415	0.349	0.161
LOC128026833	0.346	0.365	0.362	0.222	0.136	0.106	0.147	0.223	0.081
LOC128027643	304.490	293.012	291.983	170.223	143.869	117.306	156.650	161.031	163.076
LOC128027646	251.631	251.127	245.087	168.059	183.618	202.027	589.944	594.613	296.131
LOC128027644	20.919	20.740	19.976	13.367	17.397	17.207	21.317	20.041	25.645
LOC128027647	8.945	9.184	8.911	12.789	15.102	14.145	8.874	9.720	11.346
LOC128027648	7.233	6.735	6.870	4.924	4.753	4.209	5.624	6.108	6.720
LOC128027649	6.221	5.922	6.213	6.135	6.653	7.507	2.747	3.160	1.969
LOC128026975	0.025	0.022	0.023	0.007	0.037	0.043	0.093	0.141	0.044
LOC128027650	5.047	4.727	5.007	3.685	3.580	3.201	7.042	7.467	3.498
stox2b	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000
trappc11	5.090	5.062	5.006	3.203	2.750	2.464	4.112	4.161	3.976
hars	3.223	3.256	3.160	2.109	1.823	1.866	3.912	3.266	6.040
dnd1	0.000	0.036	0.000	1.581	2.061	2.848	0.000	0.000	0.000
gfra3	0.000	0.000	0.000	0.098	0.343	0.437	0.000	0.000	0.000
brd8b	5.469	5.480	5.304	3.329	2.295	2.728	3.299	3.070	3.681
si:ch211-39i2.2	2.390	2.160	2.654	9.331	13.087	15.199	383.645	385.145	234.186
sting1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027657	0.991	0.986	1.017	0.342	0.426	0.489	0.153	0.233	0.131
ube2d2	19.972	19.209	20.000	15.893	18.026	19.947	29.197	32.430	38.384
zgc:110843	3.342	3.521	3.408	1.139	0.762	1.064	3.650	2.375	3.351
LOC128027659	2.267	2.240	2.207	2.057	1.325	1.436	3.557	3.137	2.952
zgc:92242	11.059	10.547	10.541	2.162	1.841	2.409	2.268	3.351	1.778
LOC128027664	0.862	0.853	0.844	0.418	0.496	0.413	0.751	0.711	0.403
LOC128027666	3.293	3.274	3.178	1.382	1.075	1.337	2.712	2.428	2.243
LOC128027667	0.390	0.344	0.351	0.000	0.000	0.000	0.126	0.094	0.128
LOC128027136	0.092	0.094	0.096	0.000	0.000	0.000	0.000	0.040	0.000
LOC128027111	9.125	9.296	8.995	7.415	8.119	8.836	12.795	13.418	17.941
LOC128027670	9.210	8.716	8.779	2.519	1.262	1.622	3.196	3.130	1.776
LOC128027669	10.832	10.480	10.501	4.399	3.443	2.406	4.443	4.260	5.188
LOC128027671	4.799	4.588	4.757	2.797	3.028	2.984	6.325	6.026	5.679
LOC128027673	0.061	0.062	0.063	0.000	0.000	0.000	0.000	0.000	0.227
LOC128027674	6.280	6.047	5.957	1.063	0.845	0.650	5.151	4.995	4.353
LOC128026979	0.559	0.550	0.512	0.086	0.028	0.083	0.412	0.642	0.131
LOC128026998	0.903	0.804	0.820	0.503	0.418	0.461	0.512	0.458	0.323
LOC128027029	2.366	2.280	2.225	4.957	3.955	5.142	9.930	12.401	17.734
LOC128027675	1.891	1.898	1.788	1.106	0.883	0.674	1.274	1.096	1.029
LOC128027062	0.575	0.526	0.511	0.081	0.167	0.178	0.000	0.000	0.000
LOC128027120	0.197	0.165	0.169	0.033	0.028	0.042	0.000	0.000	0.034
LOC128026831	0.102	0.104	0.106	0.000	0.000	0.000	0.049	0.053	0.000
LOC128027678	33.024	33.435	33.121	31.417	36.229	43.233	26.496	25.954	22.774
LOC128027679	15.071	15.651	14.741	12.895	16.051	13.415	20.064	20.370	18.394
LOC128027039	0.149	0.115	0.117	0.000	0.000	0.000	0.030	0.064	0.000
LOC128027681	1.019	0.960	0.904	0.565	0.538	0.444	0.992	1.136	1.044
LOC128027034	0.079	0.081	0.083	0.024	0.000	0.000	0.064	0.068	0.222
LOC128027016	3.282	3.103	2.995	1.894	2.278	2.641	3.159	2.717	4.842
LOC128027023	0.085	0.087	0.089	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027011	1.080	0.938	0.957	0.013	0.055	0.066	0.200	0.143	0.000
LOC128027686	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027765	3.580	3.417	3.533	1.274	1.971	2.010	2.305	2.097	1.849
LOC128027689	0.582	0.541	0.578	0.317	0.376	0.347	0.175	0.162	0.196
LOC128027690	5.048	4.918	4.900	1.363	1.858	1.947	5.432	5.050	3.211
LOC128027691	1.018	0.967	0.987	1.391	1.867	2.230	0.281	0.498	0.171
dhrs13l1	4.095	3.916	3.950	0.319	1.273	1.343	1.004	0.985	0.727
LOC128027693	5.836	5.881	5.637	1.999	2.963	2.524	5.852	5.813	5.448
irf2b	9.303	9.334	8.959	10.274	9.083	8.391	16.765	17.482	9.586
enpp6	1.528	1.568	1.466	1.119	1.203	0.979	2.749	2.373	1.267
LOC128027698	1.689	1.659	1.597	0.941	1.008	0.953	2.137	2.230	1.761
pigg	2.110	1.997	2.067	1.070	0.912	1.043	2.227	2.179	0.765
LOC128027702	0.000	0.000	0.000	0.037	0.031	0.000	0.000	0.000	0.000
LOC128027701	1.130	1.094	1.049	0.789	0.873	1.076	0.925	1.084	1.738
gstp1.2	79.951	79.084	80.042	103.054	105.846	110.168	104.881	98.365	175.948
LOC128027705	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
im:7150988	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027090	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027700	0.094	0.072	0.074	0.011	0.019	0.019	0.066	0.122	0.000
LOC128027706	0.000	0.000	0.000	0.099	0.000	0.066	0.048	0.072	0.000
LOC128027708	0.774	0.697	0.711	0.017	0.015	0.015	0.258	0.244	0.150
LOC128027709	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027768	0.000	0.000	0.000	0.055	0.047	0.000	0.000	0.000	0.019
LOC128027767	0.098	0.100	0.102	0.271	0.411	0.424	0.026	0.112	0.000
LOC128027710	3.978	3.691	3.720	1.184	0.919	0.577	6.812	6.926	3.622
LOC128027117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027712	7.187	6.893	6.837	2.954	2.289	1.737	2.067	1.837	2.795
LOC128027714	16.305	15.635	15.675	4.013	3.338	2.473	12.830	13.153	9.012
LOC128027711	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027716	0.370	0.379	0.352	0.451	0.304	0.212	0.513	0.405	0.220
LOC128027713	9.049	8.881	8.758	4.824	4.574	4.247	7.187	7.690	5.681
LOC128027717	9.853	9.536	9.896	0.448	1.940	2.198	3.277	4.177	1.703
LOC128027722	1.683	1.751	1.669	3.592	3.607	4.196	0.469	0.464	0.736
LOC128027720	8.470	8.784	8.661	4.906	5.628	4.814	7.424	7.743	11.130
LOC128027725	0.000	0.000	0.000	0.000	0.000	0.000	0.134	0.191	0.000
LOC128027724	10.478	9.725	10.207	11.893	8.254	8.699	4.191	4.378	7.289
LOC128027721	0.433	0.375	0.496	0.338	0.352	0.352	0.185	0.140	0.228
LOC128027718	2.280	2.251	2.290	2.543	2.225	1.689	2.517	2.300	2.185
LOC128027719	2.250	2.263	2.314	2.579	2.247	1.721	2.343	2.169	2.049
LOC128027732	0.041	0.042	0.021	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027730	0.000	0.000	0.000	0.013	0.052	0.060	0.015	0.016	0.027
LOC128027731	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027734	0.495	0.470	0.466	0.330	0.489	0.435	0.232	0.286	0.399
LOC128027735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026982	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026983	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000
LOC128026999	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027317	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027741	1.563	1.623	1.548	0.771	1.356	1.665	0.528	0.629	0.484
LOC128027743	0.951	0.943	0.908	0.338	0.362	0.339	0.291	0.298	0.312
LOC128027149	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027746	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027753	0.481	0.458	0.462	0.252	0.340	0.304	0.330	0.413	0.234
LOC128027759	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.009	0.000
LOC128027758	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027761	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027757	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027762	2.722	2.574	2.570	1.058	1.493	1.674	0.279	0.332	0.276
LOC128026993	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128026985	0.000	0.000	0.000	0.000	0.000	0.000	0.102	0.073	0.000
fbxw11a	5.401	5.587	5.249	3.062	2.428	2.262	4.124	4.332	3.265
LOC128027771	5.416	5.466	5.305	6.771	7.369	8.298	17.199	16.764	28.773
LOC128027772	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC128027775	203.577	195.938	194.518	53.757	53.204	57.650	74.172	71.628	62.480
si:dkey-201i24.3	0.250	0.599	0.305	0.655	0.427	0.723	0.971	1.077	1.093
LOC128027779	4.770	4.869	4.825	1.379	1.217	1.486	4.986	5.326	4.914
hmgxb3	0.888	0.911	0.892	0.637	0.257	0.436	0.633	0.562	0.450
LOC128027777	0.765	0.708	0.723	0.271	0.124	0.308	0.536	0.323	0.225
LOC128027781	2.837	2.856	2.762	0.694	0.879	0.875	0.880	0.623	0.742
cdx1a	0.954	0.980	1.000	0.809	0.439	1.067	0.000	0.000	0.000
LOC128027096	0.023	0.000	0.000	0.043	0.185	0.194	0.000	0.000	0.000
LOC128026997	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.098	0.000
LOC128027784	1.996	2.672	2.181	2.608	2.751	2.635	2.266	2.001	1.504
LOC128027783	0.689	0.795	0.762	1.136	1.091	1.185	0.566	0.634	0.601
LOC128027785	22.377	22.487	21.907	27.246	33.506	41.291	29.991	30.753	34.294
LOC128027788	0.529	0.460	0.460	0.550	0.648	0.886	0.007	0.000	0.000
LOC128027789	4.281	4.312	4.191	2.685	3.355	3.146	2.438	2.502	2.170
LOC128027790	0.482	0.508	0.466	0.160	0.244	0.068	0.417	0.405	0.521
LOC128027792	4.448	4.471	4.524	3.262	3.391	3.503	3.728	4.080	2.776
LOC128027794	0.249	0.226	0.231	0.027	0.000	0.035	0.035	0.025	0.000
LOC128027795	3.421	3.419	3.363	1.622	1.857	1.886	1.994	2.203	1.680
LOC128026972	4.072	4.130	3.902	1.820	2.994	3.877	0.080	0.000	0.000
LOC128027796	221.551	225.624	220.524	158.974	126.570	103.250	216.083	217.854	118.534
LOC128027797	2.714	2.547	2.680	1.183	1.557	1.927	1.059	1.203	2.506
LOC128027802	3.976	3.942	3.798	1.997	1.845	2.015	5.100	5.007	3.761
LOC128027799	6.198	6.070	6.057	2.289	1.663	1.347	1.606	1.626	1.385
LOC128027798	1.870	1.856	1.872	1.682	1.074	1.165	1.394	1.238	1.607
LOC128027801	9.440	9.159	9.308	7.014	5.530	5.503	10.178	10.986	9.281
