##total input seqs number with gos: 1786
namespace	description	number	percent	id	genes
BP	immune system process	25	0.0139977603583427	GO:0002376	LOC127935836;LOC127942177;LOC127942622;LOC127948938;LOC127957482;LOC127958814;LOC127966579;LOC127970662;LOC127970724;LOC127971343;LOC127986602;LOC127987394;LOC127987397;LOC127987401;LOC128011269;LOC128014932;LOC128017435;LOC128026448;LOC128026504;hells;samhd1;si:ch211-188c16.1;themis2;xrcc4;zpd
MF	catalytic activity	502	0.281075027995521	GO:0003824	LOC127933241;LOC127933293;LOC127933310;LOC127933546;LOC127933557;LOC127933616;LOC127934008;LOC127934221;LOC127934243;LOC127934308;LOC127934602;LOC127934635;LOC127934673;LOC127934736;LOC127934752;LOC127934764;LOC127935480;LOC127935517;LOC127935518;LOC127935822;LOC127935836;LOC127938019;LOC127938093;LOC127938298;LOC127938631;LOC127938789;LOC127938802;LOC127938939;LOC127938944;LOC127938948;LOC127941400;LOC127941519;LOC127941603;LOC127941638;LOC127941652;LOC127941866;LOC127941959;LOC127941979;LOC127941988;LOC127942045;LOC127942207;LOC127942263;LOC127942333;LOC127942367;LOC127942843;LOC127942879;LOC127944373;LOC127944503;LOC127944549;LOC127944572;LOC127944663;LOC127945122;LOC127945166;LOC127945868;LOC127945926;LOC127946210;LOC127946346;LOC127946382;LOC127946431;LOC127946448;LOC127946541;LOC127946726;LOC127946900;LOC127947266;LOC127947271;LOC127948124;LOC127948756;LOC127949187;LOC127949196;LOC127949746;LOC127950387;LOC127950492;LOC127950665;LOC127951069;LOC127951139;LOC127951517;LOC127951586;LOC127951587;LOC127951648;LOC127951778;LOC127951884;LOC127951966;LOC127952019;LOC127952020;LOC127952535;LOC127952567;LOC127952606;LOC127953219;LOC127953257;LOC127953327;LOC127953679;LOC127956148;LOC127956234;LOC127956506;LOC127957275;LOC127957325;LOC127957368;LOC127957482;LOC127958425;LOC127958578;LOC127958897;LOC127959143;LOC127959735;LOC127960217;LOC127961587;LOC127961670;LOC127961698;LOC127961952;LOC127962536;LOC127962576;LOC127962631;LOC127963424;LOC127964047;LOC127964335;LOC127964511;LOC127964598;LOC127964667;LOC127966870;LOC127966873;LOC127966892;LOC127967921;LOC127968039;LOC127968197;LOC127968566;LOC127968656;LOC127968662;LOC127968771;LOC127968820;LOC127969124;LOC127969324;LOC127969542;LOC127970054;LOC127970397;LOC127970606;LOC127970662;LOC127970950;LOC127971343;LOC127971424;LOC127971871;LOC127972319;LOC127972661;LOC127972841;LOC127972919;LOC127974356;LOC127974898;LOC127974988;LOC127975463;LOC127975485;LOC127975912;LOC127975940;LOC127976458;LOC127976516;LOC127976542;LOC127976753;LOC127976755;LOC127977143;LOC127977162;LOC127977266;LOC127977698;LOC127977751;LOC127979127;LOC127979155;LOC127979174;LOC127979323;LOC127979414;LOC127979415;LOC127979438;LOC127979715;LOC127983484;LOC127983496;LOC127983723;LOC127983768;LOC127983769;LOC127983771;LOC127984159;LOC127984218;LOC127984438;LOC127984496;LOC127985097;LOC127985353;LOC127985384;LOC127985390;LOC127985636;LOC127985933;LOC127986070;LOC127986385;LOC127986468;LOC127986602;LOC127986603;LOC127988376;LOC127990317;LOC127997109;LOC128005527;LOC128007853;LOC128007958;LOC128009014;LOC128010474;LOC128011269;LOC128011497;LOC128011538;LOC128011730;LOC128011736;LOC128012033;LOC128012048;LOC128012876;LOC128012878;LOC128013044;LOC128013701;LOC128013882;LOC128013885;LOC128014022;LOC128014228;LOC128014545;LOC128014875;LOC128015151;LOC128015313;LOC128015510;LOC128015526;LOC128015552;LOC128015652;LOC128015769;LOC128015770;LOC128015781;LOC128015938;LOC128016032;LOC128016058;LOC128016114;LOC128016497;LOC128016523;LOC128016828;LOC128016894;LOC128016899;LOC128017121;LOC128017322;LOC128017418;LOC128017745;LOC128018257;LOC128018542;LOC128018622;LOC128018661;LOC128018675;LOC128018716;LOC128018755;LOC128018829;LOC128019694;LOC128019703;LOC128019799;LOC128020083;LOC128020108;LOC128020218;LOC128020737;LOC128020819;LOC128020955;LOC128020976;LOC128021009;LOC128021141;LOC128021293;LOC128021441;LOC128021549;LOC128021639;LOC128021945;LOC128022197;LOC128022314;LOC128022393;LOC128022595;LOC128022598;LOC128024976;LOC128024998;LOC128025028;LOC128025151;LOC128025333;LOC128025418;LOC128025432;LOC128025456;LOC128025540;LOC128025755;LOC128026065;LOC128026141;LOC128026354;LOC128026373;LOC128026426;LOC128026435;LOC128026748;LOC128027020;LOC128027415;LOC128027474;LOC128027722;LOC128028596;LOC128028730;LOC128028768;LOC128028779;LOC128028855;LOC128029217;LOC128030363;LOC128030391;LOC128030524;LOC128030605;LOC128030628;LOC128030794;LOC128030808;LOC128030988;LOC128030995;LOC128031109;LOC128031655;LOC128031669;LOC128031671;LOC128031739;LOC128031782;abhd17b;adad1;adad2;aldoab;alg13;alkbh1;alkbh8;aprt;arl2;aurka;b3galt11;b3gnt2l;blm;bub1bb;casp3a;cbsb;cdaa;cdc34a;cdc6;cdc7;cdk1;cdk2;cdkn3;cmtr2;cnot6a;cops5;cpped1;cpt1a2b;ctsa;ctsc;dclre1a;dcps;dctd;dctpp1;ddx39aa;ddx4;ddx43;ddx52;dguok;dhfr;dimt1l;dnmt1;dnmt3bb.3;dnph1;dph1;dph5;dtx4a;dtymk;dusp23a;dusp29;dut;ece2a;eef1a1l3;eef1akmt2;eef2k;egln1a;elac1;elovl6l;endou2;eri2;ero1a;esco2;espl1;exd1;exd2;exo1;ezh2;fdps;fen1;fkbp2;fkbp6;g2e3;gdpd5a;gem;gpn2;gyg1a;hacd4;henmt1;hint3;hmox2a;hprt1l;hspa13;ifi30a;ifi30b;immp2l;jmjd6;kif11;kif15;kif22;kif23;kmt5ab;lars2;lig1;lpcat4;mastl;mcm3l;mcm6l;metap2a;mettl18;minpp1b;miox;mkrn4;mos;msrab;mvda;neil3;nkiras1;nsmce2;nudt5;obi1;orc4;ovch1;p4ha1b;pdf;pdia4;pgam1a;pgp;phpt1;pias4b;pif1;pkmyt1;plcd1b;plk1;pofut1;polr1c;polr1h;polr2h;polr2k;ppcs;ppm1ka;prim1;prtfdc1b;psph;ptpmt1;ptrh2;ptrhd1;pus3;rab11al;rab32a;rab33ba;rab35b;rab3aa;rad18;rasd3;rhogc;rpp38;rragca;rrm2b;ruvbl1;ruvbl2;samhd1;senp6b;si:ch211-11k18.4;si:ch211-141o9.10;si:ch211-217a12.1;si:dkey-266f7.9;si:dkey-66a8.7;si:dkey-76k16.6;smc2;smfn;sod3b;st6galnac1.2;stk17a;tatdn2;tent4a;tent5ba;thtpa;tlcd3ba;tmprss4b;tnika;top2a;trim45;trip13;trmt12;trmu;tstd1;tstd3;tubb2;ufc1;uhrf1;urahb;usp37;usp39;wee2;ybey;yrdc;zgc:110699;zgc:112496;zgc:113142;zgc:152968;zgc:173742;zgc:55461;zgc:56231;zmpste24
MF	structural molecule activity	85	0.0475923852183651	GO:0005198	LOC127935793;LOC127935820;LOC127938272;LOC127938273;LOC127941707;LOC127941708;LOC127941741;LOC127942510;LOC127943217;LOC127943222;LOC127947150;LOC127947193;LOC127947201;LOC127948360;LOC127950374;LOC127951665;LOC127952437;LOC127953860;LOC127956350;LOC127957050;LOC127957694;LOC127962382;LOC127962391;LOC127962397;LOC127962398;LOC127962400;LOC127963207;LOC127970740;LOC127971401;LOC127971722;LOC127971888;LOC127975862;LOC127976343;LOC127976359;LOC127977740;LOC127977742;LOC127977744;LOC127979200;LOC127979232;LOC127979595;LOC127983495;LOC127986393;LOC127990770;LOC128009917;LOC128014390;LOC128014410;LOC128014411;LOC128014418;LOC128015208;LOC128017336;LOC128017611;LOC128017613;LOC128017656;LOC128017657;LOC128017658;LOC128017661;LOC128017667;LOC128018318;LOC128018856;LOC128018981;LOC128019461;LOC128019462;LOC128019655;LOC128019699;LOC128019736;LOC128019740;LOC128019741;LOC128019742;LOC128021152;LOC128026501;LOC128026681;cldnd;cldng;krt5;mrpl32;mrpl47;mrps18b;nup35;psmd11b;tuba4l;tubb2;zgc:55461;zgc:92591;zp2l1;zp2l2
MF	transporter activity	61	0.0341545352743561	GO:0005215	LOC127935879;LOC127942194;LOC127942244;LOC127943038;LOC127944971;LOC127945071;LOC127945988;LOC127946448;LOC127947018;LOC127947218;LOC127948447;LOC127951847;LOC127951966;LOC127953327;LOC127957424;LOC127965152;LOC127965574;LOC127966342;LOC127968111;LOC127968633;LOC127968785;LOC127969382;LOC127970367;LOC127972457;LOC127972841;LOC127972905;LOC127974257;LOC127977899;LOC127978081;LOC127979188;LOC127983722;LOC127987641;LOC128011326;LOC128015826;LOC128016929;LOC128019594;LOC128019936;LOC128020004;LOC128020178;LOC128021942;LOC128026922;LOC128027447;cax1;cse1l;kcns3b;kpna7;mcl1b;mcoln3b;mfsd12b;slc13a5a;slc22a15;slc24a4a;slc25a17;slc25a48;slc29a1a;slc35d2;slc35f6;slc37a4b;slc7a10a;tmem144b;tomm40l
MF	binding	1041	0.582866741321389	GO:0005488	LOC127933119;LOC127933120;LOC127933121;LOC127933122;LOC127933123;LOC127933126;LOC127933241;LOC127933293;LOC127933322;LOC127933388;LOC127933415;LOC127933546;LOC127933563;LOC127933616;LOC127933617;LOC127933855;LOC127933910;LOC127933912;LOC127934029;LOC127934243;LOC127934254;LOC127934308;LOC127934602;LOC127934736;LOC127934752;LOC127934764;LOC127934873;LOC127934899;LOC127934968;LOC127935047;LOC127935049;LOC127935307;LOC127935388;LOC127935406;LOC127935426;LOC127935764;LOC127935793;LOC127935820;LOC127937983;LOC127938019;LOC127938064;LOC127938093;LOC127938272;LOC127938273;LOC127938326;LOC127938416;LOC127938694;LOC127938695;LOC127938696;LOC127938766;LOC127938767;LOC127938775;LOC127938789;LOC127938880;LOC127938944;LOC127938953;LOC127939002;LOC127939071;LOC127941400;LOC127941752;LOC127941815;LOC127941834;LOC127941871;LOC127941958;LOC127941959;LOC127941960;LOC127941979;LOC127941988;LOC127942045;LOC127942125;LOC127942152;LOC127942207;LOC127942208;LOC127942322;LOC127942333;LOC127942367;LOC127942425;LOC127942462;LOC127942510;LOC127942519;LOC127942843;LOC127943213;LOC127943217;LOC127943221;LOC127943222;LOC127943313;LOC127944242;LOC127944282;LOC127944315;LOC127944426;LOC127944439;LOC127944543;LOC127944572;LOC127944663;LOC127944719;LOC127944752;LOC127944914;LOC127944930;LOC127944971;LOC127944976;LOC127944988;LOC127945071;LOC127945122;LOC127945151;LOC127945166;LOC127945814;LOC127945822;LOC127945926;LOC127945988;LOC127946210;LOC127946264;LOC127946322;LOC127946346;LOC127946347;LOC127946404;LOC127946431;LOC127946435;LOC127946448;LOC127946541;LOC127946744;LOC127947150;LOC127947193;LOC127947201;LOC127947245;LOC127947271;LOC127947372;LOC127947408;LOC127947415;LOC127947496;LOC127948124;LOC127948360;LOC127948515;LOC127948751;LOC127948756;LOC127948827;LOC127949187;LOC127949196;LOC127949317;LOC127949359;LOC127949509;LOC127949699;LOC127950374;LOC127950389;LOC127950419;LOC127950456;LOC127950492;LOC127950573;LOC127950574;LOC127950665;LOC127950757;LOC127951069;LOC127951139;LOC127951281;LOC127951585;LOC127951645;LOC127951648;LOC127951665;LOC127951690;LOC127951847;LOC127951884;LOC127952027;LOC127952365;LOC127952395;LOC127952437;LOC127952447;LOC127952469;LOC127952470;LOC127952471;LOC127952472;LOC127952535;LOC127952567;LOC127952663;LOC127952687;LOC127952735;LOC127953219;LOC127953267;LOC127953306;LOC127953327;LOC127953867;LOC127953940;LOC127955953;LOC127956148;LOC127956186;LOC127956234;LOC127956350;LOC127956529;LOC127956752;LOC127956806;LOC127956970;LOC127957026;LOC127957027;LOC127957050;LOC127957077;LOC127957182;LOC127957275;LOC127957325;LOC127957368;LOC127957396;LOC127957424;LOC127957496;LOC127957694;LOC127957717;LOC127957816;LOC127957908;LOC127957935;LOC127958231;LOC127958424;LOC127958425;LOC127958578;LOC127958765;LOC127958897;LOC127959143;LOC127959202;LOC127959215;LOC127959297;LOC127959735;LOC127959815;LOC127959826;LOC127959851;LOC127960217;LOC127961120;LOC127961176;LOC127961507;LOC127961587;LOC127961658;LOC127961698;LOC127961815;LOC127961967;LOC127962115;LOC127962382;LOC127962391;LOC127962397;LOC127962398;LOC127962400;LOC127962536;LOC127962560;LOC127962576;LOC127962631;LOC127962689;LOC127963243;LOC127963279;LOC127963508;LOC127963564;LOC127963664;LOC127964047;LOC127964075;LOC127964341;LOC127964510;LOC127964598;LOC127965011;LOC127965421;LOC127965881;LOC127966002;LOC127966047;LOC127966249;LOC127966342;LOC127966448;LOC127966559;LOC127966736;LOC127966820;LOC127966870;LOC127966873;LOC127966876;LOC127966892;LOC127967718;LOC127967751;LOC127967921;LOC127968022;LOC127968036;LOC127968039;LOC127968184;LOC127968195;LOC127968197;LOC127968424;LOC127968566;LOC127968656;LOC127968662;LOC127968707;LOC127968724;LOC127969062;LOC127969157;LOC127969245;LOC127969251;LOC127969324;LOC127969375;LOC127969382;LOC127969539;LOC127969542;LOC127969571;LOC127969726;LOC127969867;LOC127970013;LOC127970054;LOC127970397;LOC127970659;LOC127970662;LOC127970740;LOC127970873;LOC127970950;LOC127970961;LOC127971074;LOC127971136;LOC127971343;LOC127971393;LOC127971401;LOC127971424;LOC127971433;LOC127971439;LOC127971523;LOC127971563;LOC127971722;LOC127971850;LOC127971871;LOC127971888;LOC127971916;LOC127972141;LOC127972319;LOC127972363;LOC127972436;LOC127972437;LOC127972438;LOC127972661;LOC127972719;LOC127972888;LOC127972890;LOC127972905;LOC127972919;LOC127974356;LOC127974442;LOC127974443;LOC127974492;LOC127974892;LOC127974898;LOC127974988;LOC127975107;LOC127975142;LOC127975422;LOC127975463;LOC127975485;LOC127975515;LOC127975862;LOC127975940;LOC127975959;LOC127976079;LOC127976080;LOC127976097;LOC127976117;LOC127976290;LOC127976343;LOC127976359;LOC127976458;LOC127976510;LOC127976538;LOC127976762;LOC127977071;LOC127977081;LOC127977143;LOC127977162;LOC127977200;LOC127977250;LOC127977266;LOC127977333;LOC127977528;LOC127977698;LOC127977722;LOC127977740;LOC127977742;LOC127977744;LOC127977751;LOC127978055;LOC127978516;LOC127978719;LOC127978776;LOC127978930;LOC127979087;LOC127979114;LOC127979155;LOC127979188;LOC127979200;LOC127979229;LOC127979232;LOC127979266;LOC127979305;LOC127979323;LOC127979438;LOC127979442;LOC127979498;LOC127979595;LOC127979597;LOC127979599;LOC127979608;LOC127979715;LOC127983457;LOC127983484;LOC127983495;LOC127983723;LOC127983752;LOC127983768;LOC127983769;LOC127983771;LOC127983912;LOC127984159;LOC127984169;LOC127984214;LOC127984225;LOC127985097;LOC127985353;LOC127985371;LOC127985384;LOC127985390;LOC127985398;LOC127985451;LOC127985496;LOC127985643;LOC127985851;LOC127986187;LOC127986233;LOC127986261;LOC127986385;LOC127986537;LOC127986603;LOC127986675;LOC127986970;LOC127987396;LOC127987747;LOC127988093;LOC127988126;LOC127988330;LOC127988376;LOC127989004;LOC127990317;LOC127990770;LOC127991364;LOC127991804;LOC127993067;LOC127997320;LOC128000247;LOC128005102;LOC128007958;LOC128009014;LOC128009071;LOC128009917;LOC128010474;LOC128011149;LOC128011188;LOC128011198;LOC128011252;LOC128011289;LOC128011497;LOC128011671;LOC128011775;LOC128011865;LOC128011869;LOC128011870;LOC128011968;LOC128012048;LOC128012139;LOC128012823;LOC128012878;LOC128013000;LOC128013001;LOC128013044;LOC128013679;LOC128013969;LOC128014005;LOC128014015;LOC128014022;LOC128014228;LOC128014251;LOC128014390;LOC128014410;LOC128014411;LOC128014418;LOC128014545;LOC128014595;LOC128014876;LOC128015208;LOC128015237;LOC128015313;LOC128015396;LOC128015422;LOC128015503;LOC128015526;LOC128015539;LOC128015552;LOC128015592;LOC128015652;LOC128015654;LOC128015659;LOC128015747;LOC128015769;LOC128015826;LOC128015884;LOC128016032;LOC128016049;LOC128016058;LOC128016114;LOC128016162;LOC128016166;LOC128016497;LOC128016588;LOC128016665;LOC128016666;LOC128016708;LOC128016739;LOC128016894;LOC128016899;LOC128016979;LOC128016996;LOC128017039;LOC128017059;LOC128017121;LOC128017182;LOC128017183;LOC128017200;LOC128017252;LOC128017258;LOC128017283;LOC128017418;LOC128017434;LOC128017435;LOC128017611;LOC128017613;LOC128017656;LOC128017657;LOC128017658;LOC128017661;LOC128017667;LOC128017683;LOC128017699;LOC128017741;LOC128017745;LOC128017781;LOC128018024;LOC128018177;LOC128018318;LOC128018320;LOC128018547;LOC128018622;LOC128018627;LOC128018661;LOC128018675;LOC128018689;LOC128018716;LOC128018755;LOC128018818;LOC128018822;LOC128018848;LOC128018880;LOC128018981;LOC128019461;LOC128019462;LOC128019649;LOC128019655;LOC128019660;LOC128019694;LOC128019699;LOC128019706;LOC128019736;LOC128019740;LOC128019741;LOC128019742;LOC128019895;LOC128019897;LOC128019928;LOC128020083;LOC128020158;LOC128020218;LOC128020234;LOC128020290;LOC128020737;LOC128020762;LOC128020860;LOC128020938;LOC128020961;LOC128021009;LOC128021293;LOC128021336;LOC128021350;LOC128021384;LOC128021441;LOC128021443;LOC128021512;LOC128021549;LOC128021639;LOC128021945;LOC128021958;LOC128021965;LOC128022041;LOC128022104;LOC128022197;LOC128022314;LOC128022595;LOC128022709;LOC128023681;LOC128024962;LOC128024976;LOC128024998;LOC128025013;LOC128025028;LOC128025103;LOC128025131;LOC128025180;LOC128025333;LOC128025418;LOC128025432;LOC128025456;LOC128025553;LOC128025755;LOC128025872;LOC128025906;LOC128025913;LOC128025932;LOC128026025;LOC128026043;LOC128026141;LOC128026332;LOC128026354;LOC128026426;LOC128026431;LOC128026448;LOC128026501;LOC128026521;LOC128026681;LOC128026734;LOC128026836;LOC128027029;LOC128027046;LOC128027253;LOC128027328;LOC128027341;LOC128027415;LOC128027464;LOC128027474;LOC128027625;LOC128027629;LOC128027722;LOC128028561;LOC128028596;LOC128028768;LOC128028779;LOC128028855;LOC128028919;LOC128028972;LOC128028973;LOC128029073;LOC128029107;LOC128029149;LOC128029183;LOC128029305;LOC128029347;LOC128029381;LOC128029470;LOC128029996;LOC128030045;LOC128030103;LOC128030241;LOC128030363;LOC128030391;LOC128030406;LOC128030551;LOC128030628;LOC128030706;LOC128030768;LOC128030808;LOC128030956;LOC128030988;LOC128031004;LOC128031109;LOC128031154;LOC128031202;LOC128031242;LOC128031362;LOC128031374;LOC128031416;LOC128031636;LOC128031637;LOC128031655;LOC128031669;LOC128031675;LOC128031719;LOC128031739;LOC128031782;LOC128031816;LOC128031824;LOC128031826;LOC128031827;LOC128031828;LOC128031830;LOC128031831;abi2a;actr6;adad1;adad2;adrb2b;aif1l;akap17a;akap1a;alkbh1;alkbh8;ankrd37;ap1s2;aprt;arap1a;arl2;asz1;atoh7;atox1;aurka;avd;batf3;blm;bloc1s2;bmi1b;bokb;bora;brf1a;c1ql4l;cabp1b;calub;cbx3b;cdaa;cdc45;cdc6;cdc7;cdk1;cdk2;cdt1;cenpj;cenpt;cenpw;cenpx;cep72;cgref1;chchd1;cks2;cnot6a;coil;cops5;cplx4c;cse1l;cstf1;cth1;ctnnbip1;dclre1a;dcps;dctd;dcun1d5;ddx39aa;ddx4;ddx43;ddx52;dennd6b;dguok;dhfr;dmbx1a;dnd1;dnmt1;dnmt3bb.3;dtl;dtx4a;dtymk;dut;dynll2a;dynlt1b;ebi3;eef1a1l3;eef2k;efhd1;egln1a;eif4e1b;eif4ebp3;elavl2;elof1;eri2;ero1a;espl1;exd1;exd2;exo1;exosc3;ezh2;fbxl14a;fbxo43;fdx1b;fen1;fgf20b;figla;fip1l1a;fkbp6;flr;foxh1;foxr1;ftr84;gal;gcga;gem;gga3b;ghrl;gip;gnb1l;gra;gsx2;gtse1;haus4;haus6;hells;her5;hmgb3b;hmox2a;hprt1l;hspa13;iftap;ing2;ins;jmjd6;kcns3b;kif11;kif15;kif22;kif23;kmt5ab;kpna7;krcp;larp6a;larp6b;lars2;lemd1;lig1;lmo7b;lrrc3cb;lrrc40;lsm11;lsm12b;lsm14b;map1lc3c;marcksa;marcksb;mastl;mcl1b;mcm3l;mcm6l;micall2a;miox;mkrn4;mlec;mos;mtbl;mterf3;mtf2;mtus1a;mvda;mycla;nabp1b;nanog;nanos3;ncapd2;ncaph2;ndufaf1;neil3;nfatc2ip;nfil3;nhp2;nkiras1;noc2l;nol7;npm2a;npm2b;nsmce2;nuf2;nup35;nusap1;orc4;otx1;ovol1a;p4ha1b;pabpn1l;palb2;pclaf;pfdn6;pias4b;piwil1;pkmyt1;plcd1b;plk1;pold2;pole3;polr1c;polr1h;polr2k;pop5;ppm1ka;ppp1r11;ppp1r3c2b;ppp1r3da;pprc1;prickle1a;prkrip1;prtfdc1b;psmd11b;psmd4a;psph;pus3;rab11al;rab32a;rab33ba;rab35b;rab3aa;rad18;rad21l1;rangap1b;rasd3;rbbp8;rbm44;rcan3;rec8b;reep2;rhogc;rilpl2;rmi1;rpa2;rpp38;rragca;ruvbl1;ruvbl2;rx1;s100s;samhd1;scarb1;sh3glb2b;shda;shdb;si:ch211-11k18.4;si:ch211-141o9.10;si:ch211-188c16.1;si:ch211-217a12.1;si:ch211-67f13.7;si:ch73-15b2.5;si:ch73-41e3.7;si:dkey-103i16.6;si:dkey-1h4.4;si:dkeyp-114g9.1;si:dkeyp-61b2.1;si:zfos-905g2.1;siva1;slbp;smarcad1a;smc2;smfn;snapc1a;snrpa;snrpb2;snrpd1;snrpd3l;snrpe;snrpg;sod3b;sox19b;spdya;spint1b;srek1ip1;srp14;ssbp1;ssrp1a;sst1.1;sst1.2;sst2;stk17a;strap;stxbp6;sumo3b;surf6;tbp;tbpl1;tdrkh;tent4a;tent5ba;terf1;thoc3;thtpa;timeless;tjp2a;tmigd1;tmprss4b;tnika;top2a;tp53bp2b;trim36;trim45;trip13;ttc9c;ttpal;tuba4l;tubb2;txnipb;uhrf1;usp39;utp23;vldlr;wee2;wnt7aa;wnt7bb;wu:fj13e08;xgb;xrcc2;xrcc4;yrdc;zar1;zar1l;zc3hc1;zcchc10;zcchc9;zgc:101716;zgc:110699;zgc:111976;zgc:112496;zgc:114123;zgc:123278;zgc:152968;zgc:152986;zgc:163014;zgc:173742;zgc:194990;zgc:55461;zgc:56231;zgc:86764;zgc:86839;zgc:92591;zglp1;znf217;znf346;znf367;znhit1;zp2l1;zp2l2;zp3b;zp3c;zp3d.1;zp3d.2;zp3f.1;zswim7
CC	intracellular	2	0.00111982082866741	GO:0005622	LOC128029996;tuft1b
BP	behavior	1	0.000559910414333707	GO:0007610	LOC127974892
